direction_key,winner,winner_mean,margin,bicleaner_ai_rank,m_prometheus_7b_rank,metricx24_rank,qwen3_14b_rank,qwen3_4b_instruct_2507_rank,qwen3_8b_rank,shaomutan_remedy_9b_22_rank,wmt23_cometkiwi_da_xl_rank,xcomet_xl_rank,bicleaner_ai_mean,m_prometheus_7b_mean,metricx24_mean,qwen3_14b_mean,qwen3_4b_instruct_2507_mean,qwen3_8b_mean,shaomutan_remedy_9b_22_mean,wmt23_cometkiwi_da_xl_mean,xcomet_xl_mean
mya_Mymr->npi_Deva,shaomutan_remedy-9b-22,0.847824434,0.011652,9,8,4,5,2,3,1,6,7,0.105788,0.406421,0.747717,0.720801,0.836172,0.80783,0.847824,0.608344,0.416811
mya_Mymr->nso_Latn,metricx24,0.563556336,0.132058,9,8,1,7,2,4,6,3,5,0.015763,0.085416,0.563556,0.127606,0.431498,0.234594,0.151783,0.361558,0.213576
mya_Mymr->nus_Latn,qwen3-4b-instruct-2507,0.465724241,0.185848,9,7,2,8,1,4,6,3,5,0.016495,0.108487,0.279876,0.10445,0.465724,0.235754,0.11781,0.263037,0.203859
mya_Mymr->nya_Latn,shaomutan_remedy-9b-22,0.633246881,0.009242,9,8,2,7,3,6,1,4,5,0.012325,0.102489,0.624005,0.133181,0.445928,0.208153,0.633247,0.383729,0.236354
mya_Mymr->oci_Latn,shaomutan_remedy-9b-22,0.842983105,0.040649,9,6,4,5,3,2,1,7,8,0.032833,0.575963,0.746495,0.714579,0.776939,0.802334,0.842983,0.483054,0.304496
mya_Mymr->ory_Orya,qwen3-4b-instruct-2507,0.885306122,0.041514,9,7,5,4,1,3,2,6,8,0.090161,0.386317,0.698403,0.769562,0.885306,0.832265,0.843792,0.554686,0.368039
mya_Mymr->pag_Latn,metricx24,0.543314818,0.042016,9,8,1,4,2,3,7,5,6,0.027206,0.129378,0.543315,0.461966,0.501299,0.479846,0.146014,0.389684,0.236015
mya_Mymr->pan_Guru,qwen3-4b-instruct-2507,0.865709308,0.040657,9,5,4,3,1,2,8,6,7,0.057424,0.534614,0.743381,0.790319,0.865709,0.825052,0.212258,0.522159,0.344936
mya_Mymr->pap_Latn,qwen3-4b-instruct-2507,0.751687407,0.046237,9,7,2,4,1,3,8,5,6,0.020451,0.205197,0.705451,0.602554,0.751687,0.683664,0.185538,0.421104,0.246942
mya_Mymr->pbt_Arab,shaomutan_remedy-9b-22,0.734713678,0.08561,9,8,2,7,3,5,1,4,6,0.039885,0.096914,0.649104,0.241638,0.537148,0.47343,0.734714,0.493657,0.319287
mya_Mymr->pes_Arab,qwen3-4b-instruct-2507,0.854673967,0.012528,9,7,2,4,1,3,5,6,8,0.060942,0.544515,0.842146,0.766172,0.854674,0.799029,0.575163,0.571077,0.451044
mya_Mymr->plt_Latn,metricx24,0.701442035,0.178749,9,8,1,6,2,4,7,3,5,0.021719,0.099552,0.701442,0.231548,0.522693,0.294589,0.195534,0.327142,0.249236
mya_Mymr->pol_Latn,shaomutan_remedy-9b-22,0.869395659,0.006753,9,7,5,4,3,2,1,6,8,0.046893,0.645983,0.795135,0.858079,0.858621,0.862643,0.869396,0.656563,0.49638
mya_Mymr->por_Latn,qwen3-8b,0.8812444,0.00548,9,8,4,2,3,1,5,6,7,0.055515,0.610105,0.829416,0.875764,0.861309,0.881244,0.822472,0.705059,0.623707
mya_Mymr->prs_Arab,shaomutan_remedy-9b-22,0.807580918,0.001172,9,7,2,5,3,4,1,6,8,0.057326,0.443922,0.806409,0.675132,0.778512,0.739243,0.807581,0.541828,0.421111
mya_Mymr->quy_Latn,metricx24,0.377932809,0.028893,9,8,1,6,2,5,7,3,4,0.010845,0.074266,0.377933,0.126028,0.349039,0.147088,0.1213,0.337043,0.23529
mya_Mymr->ron_Latn,qwen3-8b,0.881796914,0.002489,9,7,5,4,3,1,2,6,8,0.054277,0.625072,0.829547,0.878462,0.878805,0.881797,0.879308,0.630172,0.481108
mya_Mymr->run_Latn,metricx24,0.61524894,0.113971,9,8,1,7,3,6,2,4,5,0.01462,0.082827,0.615249,0.120597,0.454983,0.198183,0.501278,0.379673,0.227349
mya_Mymr->rus_Cyrl,shaomutan_remedy-9b-22,0.882596571,0.003348,9,6,5,2,4,3,1,7,8,0.038838,0.71336,0.845492,0.879248,0.849871,0.877576,0.882597,0.676139,0.568029
mya_Mymr->sag_Latn,qwen3-4b-instruct-2507,0.393623693,0.015426,9,8,2,7,1,6,4,3,5,0.01509,0.045595,0.378197,0.101797,0.393624,0.150806,0.216009,0.349814,0.211696
mya_Mymr->san_Deva,shaomutan_remedy-9b-22,0.74073903,0.093525,9,8,2,6,3,4,1,5,7,0.028424,0.088303,0.647214,0.383071,0.639353,0.511842,0.740739,0.39232,0.259732
mya_Mymr->sat_Olck,metricx24,0.600243516,0.097645,9,7,1,8,2,5,3,6,4,0.039158,0.05993,0.600244,0.042927,0.502598,0.134684,0.273843,0.069892,0.192884
mya_Mymr->scn_Latn,qwen3-4b-instruct-2507,0.762085615,0.002446,9,5,2,4,1,3,8,6,7,0.013094,0.385007,0.75964,0.603952,0.762086,0.691155,0.174544,0.376954,0.231222
mya_Mymr->shn_Mymr,metricx24,0.633497323,0.206738,9,8,1,7,2,4,5,3,6,0.045255,0.109547,0.633497,0.170189,0.42676,0.294186,0.235491,0.358419,0.195465
mya_Mymr->sin_Sinh,shaomutan_remedy-9b-22,0.877564794,0.078202,9,7,3,5,2,4,1,6,8,0.05052,0.410194,0.786493,0.621384,0.799363,0.714649,0.877565,0.558184,0.403932
mya_Mymr->slk_Latn,shaomutan_remedy-9b-22,0.882172052,0.002112,9,7,5,3,2,4,1,6,8,0.050755,0.55437,0.779648,0.865266,0.88006,0.863698,0.882172,0.579588,0.433212
mya_Mymr->slv_Latn,qwen3-4b-instruct-2507,0.872767546,6.00E-05,9,7,5,4,1,3,2,6,8,0.042521,0.498248,0.826,0.832633,0.872768,0.84545,0.872707,0.563192,0.412518
mya_Mymr->smo_Latn,shaomutan_remedy-9b-22,0.689617985,0.0056,9,8,2,7,3,5,1,4,6,0.01548,0.079044,0.684018,0.134131,0.426297,0.310164,0.689618,0.384029,0.206997
mya_Mymr->sna_Latn,shaomutan_remedy-9b-22,0.644610179,0.016227,9,8,2,7,3,6,1,4,5,0.011695,0.092036,0.628383,0.118696,0.433011,0.198895,0.64461,0.366414,0.226381
mya_Mymr->snd_Arab,qwen3-4b-instruct-2507,0.800184171,0.071683,9,6,4,5,1,3,2,7,8,0.039021,0.552474,0.689308,0.658552,0.800184,0.715087,0.728502,0.486051,0.310551
mya_Mymr->som_Latn,shaomutan_remedy-9b-22,0.697265058,0.063033,9,8,2,7,3,4,1,5,6,0.00958,0.100025,0.634232,0.130956,0.444007,0.304525,0.697265,0.292945,0.245915
mya_Mymr->sot_Latn,shaomutan_remedy-9b-22,0.7552551,0.086653,9,8,2,7,3,5,1,4,6,0.014859,0.09338,0.668602,0.159149,0.476944,0.30341,0.755255,0.372977,0.223044
mya_Mymr->spa_Latn,qwen3-8b,0.884106521,0.012763,9,7,5,3,2,1,4,6,8,0.162489,0.666411,0.837175,0.865849,0.871344,0.884107,0.840208,0.699945,0.596586
mya_Mymr->srd_Latn,metricx24,0.769145698,0.077289,9,8,1,5,2,4,3,6,7,0.015732,0.182489,0.769146,0.585625,0.691857,0.642797,0.679475,0.3767,0.231071
mya_Mymr->srp_Cyrl,qwen3-4b-instruct-2507,0.901229467,0.014263,9,6,5,4,1,3,2,7,8,0.035923,0.604868,0.83093,0.868367,0.901229,0.870294,0.886966,0.55928,0.415438
mya_Mymr->ssw_Latn,metricx24,0.568261093,0.124812,9,8,1,7,2,6,4,3,5,0.008111,0.103907,0.568261,0.107213,0.443449,0.173624,0.275251,0.351289,0.232987
mya_Mymr->sun_Latn,shaomutan_remedy-9b-22,0.763794177,0.019602,9,7,2,5,3,4,1,6,8,0.023654,0.380498,0.744193,0.664584,0.742086,0.694878,0.763794,0.424181,0.296167
mya_Mymr->swe_Latn,qwen3-8b,0.877481334,0.00563,9,8,5,2,4,1,3,6,7,0.071221,0.595087,0.847087,0.871852,0.866247,0.877481,0.871039,0.694879,0.627828
mya_Mymr->swh_Latn,shaomutan_remedy-9b-22,0.817373435,0.1044,9,6,2,5,3,4,1,7,8,0.02605,0.47891,0.712974,0.592106,0.690747,0.690433,0.817373,0.399071,0.308218
mya_Mymr->szl_Latn,qwen3-4b-instruct-2507,0.621607765,0.060921,9,7,4,3,1,2,8,5,6,0.020253,0.196874,0.499839,0.555087,0.621608,0.560687,0.192183,0.454168,0.264303
mya_Mymr->tam_Taml,qwen3-4b-instruct-2507,0.883618716,0.002138,9,7,4,5,1,3,2,6,8,0.047296,0.497188,0.774216,0.707899,0.883619,0.793698,0.881481,0.510939,0.361699
mya_Mymr->taq_Latn,qwen3-4b-instruct-2507,0.354016924,0.038936,9,8,2,7,1,5,6,3,4,0.017051,0.049378,0.315081,0.090926,0.354017,0.14885,0.110637,0.291823,0.217222
mya_Mymr->taq_Tfng,metricx24,0.341914089,0.148304,7,8,1,9,4,5,3,6,2,0.04573,0.007964,0.341914,0,0.130562,0.104201,0.15762,0.072551,0.19361
mya_Mymr->tat_Cyrl,shaomutan_remedy-9b-22,0.804071427,0.038576,9,6,4,5,2,3,1,7,8,0.004231,0.630408,0.727318,0.706112,0.765495,0.733967,0.804071,0.305483,0.225991
mya_Mymr->tel_Telu,shaomutan_remedy-9b-22,0.896087347,0.023051,9,8,5,4,2,3,1,6,7,0.066705,0.30774,0.730821,0.736332,0.873036,0.808566,0.896087,0.528756,0.387819
mya_Mymr->tgk_Cyrl,shaomutan_remedy-9b-22,0.78132398,0.011792,9,6,3,5,2,4,1,7,8,0.003594,0.687626,0.751626,0.692339,0.769532,0.724893,0.781324,0.238305,0.206786
mya_Mymr->tgl_Latn,shaomutan_remedy-9b-22,0.856735958,0.003182,9,6,4,5,2,3,1,7,8,0.03634,0.549428,0.806637,0.746959,0.853554,0.81451,0.856736,0.477434,0.345882
mya_Mymr->tha_Thai,shaomutan_remedy-9b-22,0.878109804,0.018916,9,6,5,4,3,2,1,7,8,0.046453,0.633245,0.798157,0.852947,0.855669,0.859194,0.87811,0.558456,0.427408
mya_Mymr->tir_Ethi,shaomutan_remedy-9b-22,0.644826556,0.015891,9,8,2,7,3,4,1,5,6,0.005806,0.108835,0.628936,0.149512,0.450204,0.359816,0.644827,0.327392,0.226066
mya_Mymr->tpi_Latn,metricx24,0.642642141,0.044608,9,6,1,4,2,3,8,5,7,0.027023,0.278581,0.642642,0.524241,0.598034,0.588278,0.194249,0.349767,0.219431
mya_Mymr->tsn_Latn,shaomutan_remedy-9b-22,0.695907665,0.064477,9,8,2,7,3,5,1,4,6,0.012148,0.085416,0.631431,0.118517,0.436914,0.22446,0.695908,0.367572,0.215238
mya_Mymr->tso_Latn,metricx24,0.533212855,0.122884,9,8,1,7,2,6,4,3,5,0.015725,0.094375,0.533213,0.114913,0.410329,0.170065,0.372225,0.393056,0.228147
mya_Mymr->tuk_Latn,shaomutan_remedy-9b-22,0.778520633,0.200938,9,8,2,6,3,4,1,5,7,0.012735,0.117417,0.577583,0.351045,0.5312,0.47008,0.778521,0.361507,0.226322
mya_Mymr->tum_Latn,metricx24,0.615472566,0.173223,9,8,1,6,2,5,7,3,4,0.01144,0.088601,0.615473,0.112155,0.44225,0.178248,0.102572,0.355083,0.225204
mya_Mymr->tur_Latn,shaomutan_remedy-9b-22,0.887973984,0.04213,9,7,5,4,3,2,1,6,8,0.072294,0.555067,0.776418,0.782534,0.842364,0.845844,0.887974,0.6405,0.513583
mya_Mymr->twi_Latn,shaomutan_remedy-9b-22,0.527041186,0.069408,9,8,2,7,3,5,1,4,6,0.020914,0.08223,0.457633,0.138422,0.433992,0.257312,0.527041,0.349972,0.216291
mya_Mymr->tzm_Tfng,metricx24,0.36047243,0.165094,8,7,1,9,3,4,5,6,2,0.025019,0.026481,0.360472,0.000796,0.179771,0.132812,0.128927,0.064058,0.195378
mya_Mymr->uig_Arab,shaomutan_remedy-9b-22,0.774805473,0.167996,9,8,4,6,2,3,1,5,7,0.066822,0.190548,0.538468,0.426605,0.606809,0.57899,0.774805,0.5164,0.33674
mya_Mymr->ukr_Cyrl,shaomutan_remedy-9b-22,0.888616529,0.006367,9,6,5,2,4,3,1,7,8,0.071432,0.714654,0.775861,0.88225,0.874007,0.878417,0.888617,0.56329,0.424455
mya_Mymr->umb_Latn,qwen3-4b-instruct-2507,0.419412643,0.035717,9,8,3,7,1,5,6,2,4,0.009,0.064709,0.28575,0.093823,0.419413,0.142334,0.116613,0.383695,0.221743
mya_Mymr->urd_Arab,shaomutan_remedy-9b-22,0.831929594,0.036663,9,7,4,5,2,3,1,6,8,0.038413,0.474858,0.772108,0.727257,0.795266,0.787486,0.83193,0.526851,0.379954
mya_Mymr->uzn_Latn,qwen3-8b,0.825475361,0.032499,9,5,3,4,2,1,8,6,7,0.05805,0.504176,0.745633,0.740617,0.792977,0.825475,0.306891,0.491611,0.331644
mya_Mymr->vec_Latn,qwen3-4b-instruct-2507,0.781931309,0.069642,9,7,4,3,1,2,8,5,6,0.018633,0.231468,0.626579,0.671588,0.781931,0.71229,0.216327,0.426293,0.260694
mya_Mymr->vie_Latn,qwen3-8b,0.851333997,0.000816,9,6,5,3,2,1,4,7,8,0.059019,0.61673,0.823545,0.847661,0.850518,0.851334,0.838279,0.541514,0.429281
mya_Mymr->war_Latn,qwen3-4b-instruct-2507,0.829153808,0.071453,9,6,3,4,1,2,8,5,7,0.022732,0.415515,0.746171,0.646789,0.829154,0.7577,0.200493,0.421376,0.260579
mya_Mymr->wol_Latn,qwen3-4b-instruct-2507,0.42199104,0.064343,9,8,4,7,1,6,2,3,5,0.017831,0.063116,0.256871,0.107561,0.421991,0.161075,0.357648,0.310978,0.222347
mya_Mymr->xho_Latn,shaomutan_remedy-9b-22,0.740540215,0.100172,9,8,2,7,3,6,1,4,5,0.00888,0.098556,0.640368,0.156018,0.449029,0.209786,0.74054,0.324687,0.235652
mya_Mymr->ydd_Hebr,metricx24,0.704247499,0.012625,9,4,1,5,2,3,8,6,7,0.013022,0.605187,0.704247,0.554057,0.691623,0.615426,0.160024,0.398427,0.273071
mya_Mymr->yor_Latn,shaomutan_remedy-9b-22,0.599451156,0.127153,9,8,2,7,3,4,1,5,6,0.011647,0.093629,0.472298,0.116959,0.452106,0.314256,0.599451,0.288971,0.214143
mya_Mymr->yue_Hant,qwen3-14b,0.919746142,0.023773,9,7,4,1,2,3,5,6,8,0.011968,0.651578,0.816335,0.919746,0.895973,0.885933,0.717423,0.668443,0.462648
mya_Mymr->zho_Hans,qwen3-14b,0.932643106,0.029214,9,5,4,1,2,3,6,7,8,0.010546,0.736307,0.834824,0.932643,0.90343,0.902016,0.735951,0.623699,0.466082
mya_Mymr->zho_Hant,qwen3-14b,0.932747636,0.036341,9,6,5,1,3,2,4,7,8,0.011698,0.698726,0.8176,0.932748,0.890851,0.896406,0.855495,0.670656,0.4646
mya_Mymr->zsm_Latn,metricx24,0.818985567,0.002395,9,7,1,4,3,2,5,6,8,0.045543,0.419811,0.818986,0.756849,0.800921,0.81659,0.670787,0.558306,0.416122
mya_Mymr->zul_Latn,shaomutan_remedy-9b-22,0.760776387,0.097338,9,8,2,7,3,5,1,4,6,0.007599,0.12882,0.663439,0.161926,0.459492,0.242947,0.760776,0.326875,0.23228
nld_Latn->ace_Arab,metricx24,0.445464262,0.078326,8,9,1,5,2,4,6,7,3,0.052398,0.036038,0.445464,0.106371,0.367138,0.179562,0.097352,0.086908,0.211088
nld_Latn->ace_Latn,metricx24,0.659179057,0.279697,6,9,1,7,2,4,8,5,3,0.175676,0.090194,0.659179,0.153131,0.379482,0.219149,0.130803,0.205374,0.258619
nld_Latn->acm_Arab,qwen3-4b-instruct-2507,0.889467397,0.111151,4,5,2,6,1,3,9,8,7,0.759434,0.712344,0.778316,0.692464,0.889467,0.771797,0.201997,0.565546,0.605583
nld_Latn->acq_Arab,qwen3-4b-instruct-2507,0.904997511,0.104216,3,5,4,6,1,2,9,8,7,0.796615,0.7145,0.785552,0.712489,0.904998,0.800781,0.204161,0.592829,0.631048
nld_Latn->aeb_Arab,qwen3-4b-instruct-2507,0.812210055,0.135815,5,6,2,4,1,3,9,8,7,0.566506,0.55452,0.676395,0.580777,0.81221,0.671548,0.189351,0.421931,0.445751
nld_Latn->afr_Latn,shaomutan_remedy-9b-22,0.899899821,0.075986,9,6,2,7,5,4,1,8,3,0.42364,0.717825,0.823914,0.645306,0.770005,0.785027,0.8999,0.613426,0.801518
nld_Latn->ajp_Arab,qwen3-4b-instruct-2507,0.887312096,0.133454,8,6,3,4,1,2,9,7,5,0.448923,0.554311,0.743757,0.670991,0.887312,0.753858,0.195529,0.532221,0.564566
nld_Latn->aka_Latn,shaomutan_remedy-9b-22,0.669287218,0.173295,7,9,2,8,3,5,1,4,6,0.17092,0.087008,0.495993,0.125475,0.308676,0.220129,0.669287,0.250057,0.215559
nld_Latn->als_Latn,qwen3-4b-instruct-2507,0.892667994,0.024251,7,3,4,5,1,2,9,8,6,0.781068,0.866779,0.843131,0.829587,0.892668,0.868417,0.192448,0.714507,0.795314
nld_Latn->amh_Ethi,shaomutan_remedy-9b-22,0.876198055,0.07963,5,8,2,9,4,6,1,3,7,0.575985,0.442942,0.796568,0.36554,0.607894,0.573863,0.876198,0.625038,0.565769
nld_Latn->apc_Arab,qwen3-4b-instruct-2507,0.875584868,0.127342,6,5,3,4,1,2,9,8,7,0.637957,0.641224,0.744505,0.669149,0.875585,0.748243,0.193383,0.506633,0.541508
nld_Latn->arb_Arab,qwen3-4b-instruct-2507,0.94952215,0.059559,2,5,6,4,1,3,9,8,7,0.889963,0.856277,0.844537,0.869079,0.949522,0.879602,0.200489,0.663432,0.721402
nld_Latn->arb_Latn,m-prometheus-7b,0.779840717,0.105391,9,1,6,5,2,4,3,8,7,0.103931,0.779841,0.438033,0.456665,0.67445,0.590438,0.654533,0.211411,0.211692
nld_Latn->ars_Arab,qwen3-4b-instruct-2507,0.927775012,0.041114,2,6,5,4,1,3,9,8,7,0.886661,0.785426,0.826274,0.835595,0.927775,0.851862,0.219198,0.650756,0.703411
nld_Latn->ary_Arab,qwen3-4b-instruct-2507,0.80728223,0.1534,6,5,3,4,1,2,9,8,7,0.370593,0.462673,0.643604,0.572509,0.807282,0.653883,0.165571,0.311892,0.327487
nld_Latn->arz_Arab,qwen3-4b-instruct-2507,0.897979094,0.111682,5,6,3,4,1,2,9,8,7,0.646364,0.617661,0.752059,0.687213,0.897979,0.786297,0.175452,0.535713,0.541744
nld_Latn->asm_Beng,qwen3-4b-instruct-2507,0.888193131,0.03816,4,3,6,7,1,5,2,8,9,0.801703,0.828751,0.771293,0.721145,0.888193,0.772723,0.850033,0.593611,0.417179
nld_Latn->ast_Latn,qwen3-4b-instruct-2507,0.868451966,0.018547,6,3,5,4,1,2,9,8,7,0.511209,0.790413,0.699239,0.752504,0.868452,0.849905,0.188816,0.410355,0.45811
nld_Latn->awa_Deva,qwen3-4b-instruct-2507,0.818247885,0.009709,2,6,3,5,1,4,9,7,8,0.808539,0.545859,0.737768,0.634943,0.818248,0.700871,0.117742,0.367657,0.299483
nld_Latn->ayr_Latn,qwen3-4b-instruct-2507,0.285450473,0.021047,4,9,2,8,1,6,7,5,3,0.212242,0.066302,0.264403,0.083678,0.28545,0.169288,0.112267,0.196442,0.221802
nld_Latn->azb_Arab,metricx24,0.583512158,0.149978,7,9,1,5,2,3,6,8,4,0.108488,0.072673,0.583512,0.20115,0.433534,0.342663,0.116204,0.104699,0.214801
nld_Latn->azj_Latn,m-prometheus-7b,0.866495769,0.017795,6,1,4,5,3,2,9,7,8,0.710703,0.866496,0.772939,0.760752,0.829149,0.848701,0.241438,0.695188,0.686751
nld_Latn->bak_Cyrl,shaomutan_remedy-9b-22,0.87810692,0.027271,9,2,6,5,3,4,1,7,8,0.144384,0.850836,0.752875,0.7556,0.806043,0.778183,0.878107,0.242721,0.2303
nld_Latn->bam_Latn,shaomutan_remedy-9b-22,0.500060187,0.097201,7,9,2,8,3,6,1,4,5,0.126925,0.080637,0.402859,0.098039,0.363489,0.171349,0.50006,0.28466,0.226546
nld_Latn->ban_Latn,metricx24,0.734190673,0.071692,8,3,1,5,2,4,9,7,6,0.179354,0.641697,0.734191,0.440408,0.662499,0.563191,0.173099,0.264411,0.291228
nld_Latn->bel_Cyrl,shaomutan_remedy-9b-22,0.926219545,0.019291,6,3,7,5,2,4,1,9,8,0.847087,0.902832,0.844369,0.857651,0.906929,0.885988,0.92622,0.718043,0.830097
nld_Latn->bem_Latn,metricx24,0.543592993,0.161642,8,7,1,9,2,5,6,3,4,0.101621,0.102937,0.543593,0.085102,0.381951,0.165535,0.113928,0.272393,0.231201
nld_Latn->ben_Beng,qwen3-4b-instruct-2507,0.916017919,0.001096,3,6,5,7,1,4,2,8,9,0.878497,0.833549,0.846695,0.80553,0.916018,0.857237,0.914922,0.62404,0.59462
nld_Latn->bho_Deva,qwen3-4b-instruct-2507,0.818745645,0.096423,8,5,2,4,1,3,9,6,7,0.240445,0.368318,0.722323,0.627018,0.818746,0.708213,0.120124,0.290018,0.245638
nld_Latn->bjn_Arab,qwen3-4b-instruct-2507,0.590861125,0.132624,9,4,2,5,1,3,7,8,6,0.063756,0.39001,0.458237,0.314664,0.590861,0.397138,0.103197,0.086166,0.209665
nld_Latn->bjn_Latn,m-prometheus-7b,0.796396217,0.016849,8,1,4,5,2,3,9,7,6,0.243108,0.796396,0.614778,0.560413,0.779547,0.65548,0.182629,0.317647,0.359013
nld_Latn->bod_Tibt,metricx24,0.514224183,0.212349,8,9,1,7,5,3,6,2,4,0.050921,0.0223,0.514224,0.118208,0.151354,0.268641,0.121355,0.301875,0.229996
nld_Latn->bos_Latn,qwen3-4b-instruct-2507,0.93960677,0.010043,8,6,2,5,1,4,3,9,7,0.752685,0.85669,0.929563,0.868676,0.939607,0.896361,0.911613,0.716082,0.847203
nld_Latn->bug_Latn,metricx24,0.465845641,0.075455,2,9,1,7,3,6,8,5,4,0.390391,0.088601,0.465846,0.133843,0.386775,0.199726,0.127389,0.225369,0.243953
nld_Latn->bul_Cyrl,qwen3-4b-instruct-2507,0.950243902,0.035117,8,5,7,4,1,3,2,9,6,0.844262,0.884415,0.865614,0.888805,0.950244,0.898178,0.915127,0.751567,0.868186
nld_Latn->cat_Latn,qwen3-4b-instruct-2507,0.931428571,0.013386,5,8,6,4,1,3,2,9,7,0.843734,0.812469,0.830518,0.852817,0.931429,0.905879,0.918043,0.675599,0.827555
nld_Latn->ceb_Latn,qwen3-4b-instruct-2507,0.913449477,0.084764,9,4,3,5,1,2,8,6,7,0.146195,0.805012,0.807613,0.768333,0.913449,0.828686,0.178542,0.309511,0.272236
nld_Latn->ces_Latn,qwen3-4b-instruct-2507,0.959308113,0.036441,9,5,7,3,1,2,4,8,6,0.75164,0.892245,0.797493,0.91994,0.959308,0.922867,0.916426,0.759413,0.874969
nld_Latn->cjk_Latn,qwen3-4b-instruct-2507,0.298765555,0.005927,7,8,2,9,1,5,6,3,4,0.089023,0.07108,0.292838,0.053912,0.298766,0.125067,0.108945,0.264427,0.234051
nld_Latn->ckb_Arab,metricx24,0.779638952,0.120112,8,3,1,5,2,4,7,9,6,0.121416,0.595918,0.779639,0.412424,0.659527,0.573325,0.165924,0.114433,0.21298
nld_Latn->crh_Latn,shaomutan_remedy-9b-22,0.801472179,0.04756,9,2,6,5,3,4,1,7,8,0.21121,0.753912,0.536224,0.585749,0.716088,0.681931,0.801472,0.316122,0.315198
nld_Latn->cym_Latn,m-prometheus-7b,0.908013937,0.017057,5,1,6,7,3,4,2,9,8,0.791395,0.908014,0.768667,0.699856,0.851971,0.835709,0.890957,0.620737,0.665991
nld_Latn->dan_Latn,shaomutan_remedy-9b-22,0.918382322,0.000174,9,6,5,7,2,4,1,8,3,0.662635,0.856073,0.874206,0.842509,0.918208,0.902175,0.918382,0.711178,0.902979
nld_Latn->deu_Latn,metricx24,0.940943658,4.30E-05,8,7,1,6,3,4,5,9,2,0.833254,0.906103,0.940944,0.916854,0.935092,0.926207,0.917287,0.729517,0.940901
nld_Latn->dik_Latn,qwen3-4b-instruct-2507,0.318491787,0.072636,4,9,2,8,1,6,7,5,3,0.178732,0.047188,0.245856,0.06454,0.318492,0.156605,0.107869,0.173843,0.22848
nld_Latn->dyu_Latn,metricx24,0.282147412,0.011754,7,8,1,9,2,5,6,4,3,0.099524,0.067894,0.282147,0.064505,0.270393,0.11451,0.107872,0.219123,0.21955
nld_Latn->dzo_Tibt,shaomutan_remedy-9b-22,0.468953738,0.011519,8,9,2,7,6,5,1,3,4,0.017018,0.015928,0.457435,0.074609,0.108283,0.157397,0.468954,0.234146,0.201871
nld_Latn->ell_Grek,qwen3-4b-instruct-2507,0.946222001,0.014231,8,4,6,5,1,3,2,9,7,0.793229,0.875177,0.863568,0.86769,0.946222,0.90335,0.931991,0.72101,0.821312
nld_Latn->eng_Latn,qwen3-4b-instruct-2507,0.974649079,0.020791,7,5,8,3,1,2,6,9,4,0.887265,0.936994,0.847714,0.953305,0.974649,0.953858,0.92785,0.747983,0.945028
nld_Latn->epo_Latn,shaomutan_remedy-9b-22,0.928592304,0.061245,8,9,3,7,2,5,1,6,4,0.56374,0.510194,0.840416,0.647666,0.867347,0.761493,0.928592,0.68101,0.789797
nld_Latn->est_Latn,shaomutan_remedy-9b-22,0.906042553,0.013673,9,3,7,5,4,2,1,8,6,0.679115,0.885789,0.750104,0.838835,0.885062,0.892369,0.906043,0.729824,0.820116
nld_Latn->eus_Latn,shaomutan_remedy-9b-22,0.905104781,0.00394,9,2,5,6,3,4,1,8,7,0.668815,0.901165,0.816926,0.786585,0.874749,0.866864,0.905105,0.669093,0.709277
nld_Latn->ewe_Latn,metricx24,0.421447683,0.026037,7,9,1,8,3,6,2,4,5,0.098672,0.055152,0.421448,0.07112,0.27782,0.156088,0.39541,0.235038,0.213333
nld_Latn->fao_Latn,m-prometheus-7b,0.839835739,0.005251,9,1,5,6,3,4,2,7,8,0.194763,0.839836,0.747407,0.600503,0.818163,0.780184,0.834585,0.359086,0.33423
nld_Latn->fij_Latn,metricx24,0.653059336,0.027813,8,9,1,7,3,6,2,4,5,0.087547,0.083574,0.653059,0.094913,0.306332,0.191145,0.625246,0.288433,0.226464
nld_Latn->fin_Latn,qwen3-4b-instruct-2507,0.916913888,0.002233,9,4,7,6,1,3,2,8,5,0.734245,0.887785,0.811134,0.874495,0.916914,0.914465,0.914681,0.785145,0.882467
nld_Latn->fon_Latn,qwen3-4b-instruct-2507,0.264096565,0.030368,6,9,2,8,1,5,7,3,4,0.132421,0.056745,0.233729,0.076919,0.264097,0.155983,0.114629,0.208832,0.20536
nld_Latn->fra_Latn,qwen3-4b-instruct-2507,0.964036834,0.02548,9,5,7,3,1,2,4,8,6,0.662692,0.896914,0.868561,0.933405,0.964037,0.938556,0.921007,0.682764,0.877556
nld_Latn->fur_Latn,qwen3-4b-instruct-2507,0.870253858,0.027113,6,2,4,5,1,3,9,8,7,0.251969,0.843141,0.694914,0.635416,0.870254,0.797078,0.152247,0.162553,0.234999
nld_Latn->fuv_Latn,metricx24,0.314986152,0.020447,6,9,1,8,2,5,7,4,3,0.145634,0.045595,0.314986,0.057685,0.29454,0.14667,0.105634,0.190067,0.225332
nld_Latn->gaz_Latn,metricx24,0.563411925,0.183118,7,9,1,6,2,4,8,3,5,0.124612,0.103211,0.563412,0.1711,0.380294,0.2789,0.115276,0.347176,0.260154
nld_Latn->gla_Latn,shaomutan_remedy-9b-22,0.826498903,0.064516,4,8,2,9,3,7,1,5,6,0.562467,0.408955,0.761982,0.211234,0.565734,0.455241,0.826499,0.499712,0.481919
